2017-10-04,Toronto,Winnipeg,7,2,NaN,-115,NaN,-105,NaN,-105,NaN,-115
2017-10-04,St. Louis,Pittsburgh,5,4,NaN,160,NaN,-185,NaN,160,NaN,-180
2017-10-04,Calgary,Edmonton,0,3,NaN,135,NaN,-155,NaN,135,NaN,-155
2017-10-04,Philadelphia,San Jose,5,3,NaN,140,NaN,-160,NaN,128,NaN,-148
2017-10-05,Montreal,Buffalo,3,2,NaN,-130,NaN,110,NaN,-125,NaN,105
2017-10-05,Nashville,Boston,3,4,NaN,115,NaN,-135,NaN,-104,NaN,-116
2017-10-05,Colorado,N.Y. Rangers,4,2,NaN,170,NaN,-200,NaN,180,NaN,-210
2017-10-05,Washington,Ottawa,5,4,NaN,-145,NaN,125,NaN,-140,NaN,120
2017-10-05,Minnesota,Detroit,2,4,NaN,-140,NaN,120,NaN,-140,NaN,120
2017-10-05,Pittsburgh,Chicago,1,10,NaN,115,NaN,-135,NaN,110,NaN,-130
2017-10-05,Philadelphia,Los Angeles,0,2,NaN,144,NaN,-165,NaN,132,NaN,-153
2017-10-05,Arizona,Anaheim,4,5,NaN,148,NaN,-170,NaN,138,NaN,-157
2017-10-06,N.Y. Islanders,Columbus,0,5,NaN,140,NaN,-160,NaN,125,NaN,-145
2017-10-06,Florida,Tampa Bay,3,5,NaN,145,NaN,-165,NaN,165,NaN,-185
2017-10-06,Vegas,Dallas,2,1,NaN,200,NaN,-240,NaN,195,NaN,-235
2017-10-07,Colorado,New Jersey,1,4,NaN,144,NaN,-165,NaN,108,NaN,-128
2017-10-07,Detroit,Ottawa,2,1,NaN,118,NaN,-138,NaN,118,NaN,-138
2017-10-07,Tampa Bay,Florida,4,5,NaN,-115,NaN,-105,NaN,-108,NaN,-112
2017-10-07,Nashville,Pittsburgh,0,4,NaN,148,NaN,-170,NaN,135,NaN,-155
2017-10-07,N.Y. Rangers,Toronto,5,8,NaN,125,NaN,-145,NaN,128,NaN,-148
2017-10-07,Montreal,Washington,1,6,NaN,120,NaN,-140,NaN,122,NaN,-142
2017-10-07,Buffalo,N.Y. Islanders,3,6,NaN,107,NaN,-127,NaN,105,NaN,-125
2017-10-07,Minnesota,Carolina,4,5,NaN,102,NaN,-122,NaN,108,NaN,-128
2017-10-07,Dallas,St. Louis,2,4,NaN,107,NaN,-127,NaN,126,NaN,-146
2017-10-07,Columbus,Chicago,1,5,NaN,123,NaN,-143,NaN,135,NaN,-155
2017-10-07,Vegas,Arizona,3,1,NaN,140,NaN,-160,NaN,160,NaN,-180
2017-10-07,Winnipeg,Calgary,3,6,NaN,123,NaN,-143,NaN,105,NaN,-125
2017-10-07,Philadelphia,Anaheim,3,2,NaN,113,NaN,-133,NaN,108,NaN,-128
2017-10-07,Edmonton,Vancouver,2,3,NaN,-185,NaN,160,NaN,-161,NaN,141
2017-10-07,Los Angeles,San Jose,4,1,NaN,108,NaN,-128,NaN,120,NaN,-140
2017-10-08,Montreal,N.Y. Rangers,0,2,NaN,-105,NaN,-115,NaN,105,NaN,-125
2017-10-09,Colorado,Boston,4,0,NaN,172,NaN,-205,NaN,170,NaN,-200
2017-10-09,St. Louis,N.Y. Islanders,3,2,NaN,-110,NaN,-110,NaN,110,NaN,-130
2017-10-09,New Jersey,Buffalo,6,2,NaN,107,NaN,-127,NaN,117,NaN,-137
2017-10-09,Chicago,Toronto,3,5,NaN,123,NaN,-143,NaN,143,NaN,-163
2017-10-09,Washington,Tampa Bay,3,5,NaN,105,NaN,-125,NaN,100,NaN,-120
2017-10-09,Winnipeg,Edmonton,5,2,NaN,155,NaN,-180,NaN,140,NaN,-160
2017-10-09,Calgary,Anaheim,2,0,NaN,110,NaN,-130,NaN,107,NaN,-127
2017-10-10,St. Louis,N.Y. Rangers,3,1,NaN,125,NaN,-145,NaN,135,NaN,-155
2017-10-10,Columbus,Carolina,3,1,NaN,102,NaN,-122,NaN,100,NaN,-120
2017-10-10,Chicago,Montreal,3,1,NaN,115,NaN,-135,NaN,120,NaN,-140
2017-10-10,Philadelphia,Nashville,5,6,NaN,140,NaN,-160,NaN,109,NaN,-129
2017-10-10,Detroit,Dallas,2,4,NaN,157,NaN,-182,NaN,160,NaN,-180
2017-10-10,Ottawa,Vancouver,3,2,NaN,-102,NaN,-118,NaN,-110,NaN,-110
2017-10-10,Arizona,Vegas,2,5,NaN,-108,NaN,-112,NaN,107,NaN,-127
2017-10-11,New Jersey,Toronto,6,3,NaN,170,NaN,-200,NaN,170,NaN,-200
2017-10-11,Pittsburgh,Washington,3,2,NaN,110,NaN,-130,NaN,115,NaN,-135
2017-10-11,Boston,Colorado,3,6,NaN,-132,NaN,112,NaN,-120,NaN,100
2017-10-11,N.Y. Islanders,Anaheim,2,3,NaN,122,NaN,-142,NaN,112,NaN,-132
