2018-09-06,Atlanta,Philadelphia,12,18,NaN,130,NaN,-150,NaN,-115,NaN,-105
2018-09-09,Pittsburgh,Cleveland,21,21,NaN,-245,NaN,203,NaN,-185,NaN,160
2018-09-09,San Francisco,Minnesota,16,24,NaN,215,NaN,-260,NaN,230,NaN,-280
2018-09-09,Cincinnati,Indianapolis,34,23,NaN,135,NaN,-155,NaN,-105,NaN,-115
2018-09-09,Buffalo,Baltimore,3,47,NaN,237,NaN,-290,NaN,292,NaN,-365
2018-09-09,Jacksonville,N.Y. Giants,20,15,NaN,-165,NaN,144,NaN,-146,NaN,126
2018-09-09,Tampa Bay,New Orleans,48,40,NaN,351,NaN,-450,NaN,406,NaN,-535
2018-09-09,Houston,New England,20,27,NaN,218,NaN,-265,NaN,218,NaN,-265
2018-09-09,Tennessee,Miami,20,27,NaN,-119,NaN,-101,NaN,102,NaN,-122
2018-09-09,Kansas City,L.A. Chargers,38,28,NaN,151,NaN,-175,NaN,163,NaN,-190
2018-09-09,Seattle,Denver,24,27,NaN,135,NaN,-155,NaN,159,NaN,-186
2018-09-09,Dallas,Carolina,8,16,NaN,130,NaN,-150,NaN,140,NaN,-160
2018-09-09,Washington,Arizona,24,6,NaN,107,NaN,-127,NaN,113,NaN,-133
2018-09-09,Chicago,Green Bay,23,24,NaN,292,NaN,-365,NaN,245,NaN,-300
2018-09-10,N.Y. Jets,Detroit,48,17,NaN,226,NaN,-275,NaN,281,NaN,-350
2018-09-10,L.A. Rams,Las Vegas,33,13,NaN,-185,NaN,160,NaN,-280,NaN,230
2018-09-13,Baltimore,Cincinnati,23,34,NaN,-119,NaN,-101,NaN,-105,NaN,-115
2018-09-16,Indianapolis,Washington,21,9,NaN,203,NaN,-245,NaN,215,NaN,-260
2018-09-16,Carolina,Atlanta,24,31,NaN,192,NaN,-230,NaN,207,NaN,-250
2018-09-16,Minnesota,Green Bay,29,29,NaN,105,NaN,-125,NaN,-120,NaN,100
2018-09-16,L.A. Chargers,Buffalo,31,20,NaN,-335,NaN,271,NaN,-345,NaN,278
2018-09-16,Houston,Tennessee,17,20,NaN,-130,NaN,110,NaN,-190,NaN,163
2018-09-16,Kansas City,Pittsburgh,42,37,NaN,192,NaN,-230,NaN,170,NaN,-200
2018-09-16,Miami,N.Y. Jets,20,12,NaN,125,NaN,-145,NaN,148,NaN,-170
2018-09-16,Philadelphia,Tampa Bay,21,27,NaN,-175,NaN,151,NaN,-146,NaN,126
2018-09-16,Cleveland,New Orleans,18,21,NaN,303,NaN,-380,NaN,384,NaN,-500
2018-09-16,Arizona,L.A. Rams,0,34,NaN,711,NaN,-1100,NaN,614,NaN,-900
2018-09-16,Detroit,San Francisco,27,30,NaN,199,NaN,-240,NaN,220,NaN,-267
2018-09-16,Las Vegas,Denver,19,20,NaN,199,NaN,-240,NaN,231,NaN,-282
2018-09-16,New England,Jacksonville,20,31,NaN,-140,NaN,120,NaN,-126,NaN,106
2018-09-16,N.Y. Giants,Dallas,13,20,NaN,148,NaN,-170,NaN,125,NaN,-145
2018-09-17,Seattle,Chicago,17,24,NaN,151,NaN,-175,NaN,207,NaN,-250
2018-09-20,N.Y. Jets,Cleveland,17,21,NaN,148,NaN,-170,NaN,154,NaN,-179
2018-09-23,Indianapolis,Philadelphia,16,20,NaN,215,NaN,-260,NaN,247,NaN,-302
2018-09-23,Cincinnati,Carolina,21,31,NaN,130,NaN,-150,NaN,130,NaN,-150
2018-09-23,Tennessee,Jacksonville,9,6,NaN,367,NaN,-475,NaN,390,NaN,-510
2018-09-23,New Orleans,Atlanta,43,37,NaN,144,NaN,-165,NaN,111,NaN,-131
2018-09-23,Denver,Baltimore,14,27,NaN,192,NaN,-230,NaN,199,NaN,-240
2018-09-23,N.Y. Giants,Houston,27,22,NaN,218,NaN,-265,NaN,230,NaN,-280
2018-09-23,Las Vegas,Miami,20,28,NaN,148,NaN,-170,NaN,127,NaN,-147
2018-09-23,Green Bay,Washington,17,31,NaN,-145,NaN,125,NaN,-145,NaN,125
2018-09-23,Buffalo,Minnesota,27,6,NaN,837,NaN,-1400,NaN,948,NaN,-1703
2018-09-23,San Francisco,Kansas City,27,38,NaN,237,NaN,-290,NaN,230,NaN,-280
2018-09-23,L.A. Chargers,L.A. Rams,23,35,NaN,256,NaN,-315,NaN,263,NaN,-325
2018-09-23,Chicago,Arizona,16,14,NaN,-275,NaN,226,NaN,-247,NaN,205
2018-09-23,Dallas,Seattle,13,24,NaN,103,NaN,-123,NaN,115,NaN,-135
2018-09-23,New England,Detroit,10,26,NaN,-270,NaN,222,NaN,-313,NaN,254
2018-09-24,Pittsburgh,Tampa Bay,30,27,NaN,-123,NaN,103,NaN,105,NaN,-125
2018-09-27,Minnesota,L.A. Rams,31,38,NaN,230,NaN,-280,NaN,297,NaN,-373
2018-09-30,Miami,New England,7,38,NaN,241,NaN,-295,NaN,256,NaN,-315
2018-09-30,Houston,Indianapolis,37,34,NaN,103,NaN,-123,NaN,-124,NaN,104
2018-09-30,Cincinnati,Atlanta,37,36,NaN,192,NaN,-230,NaN,160,NaN,-185
2018-09-30,Buffalo,Green Bay,0,22,NaN,330,NaN,-420,NaN,296,NaN,-370
2018-09-30,Detroit,Dallas,24,26,NaN,140,NaN,-160,NaN,120,NaN,-140
2018-09-30,N.Y. Jets,Jacksonville,12,31,NaN,296,NaN,-370,NaN,278,NaN,-345
2018-09-30,Tampa Bay,Chicago,10,48,NaN,140,NaN,-160,NaN,120,NaN,-140
2018-09-30,Philadelphia,Tennessee,23,26,NaN,-205,NaN,172,NaN,-143,NaN,123
2018-09-30,Seattle,Arizona,20,17,NaN,-170,NaN,148,NaN,-195,NaN,166
2018-09-30,Cleveland,Las Vegas,42,45,NaN,125,NaN,-145,NaN,120,NaN,-140
2018-09-30,San Francisco,L.A. Chargers,27,29,NaN,364,NaN,-470,NaN,367,NaN,-475
2018-09-30,New Orleans,N.Y. Giants,33,18,NaN,-185,NaN,160,NaN,-173,NaN,152
2018-09-30,Baltimore,Pittsburgh,26,14,NaN,151,NaN,-175,NaN,144,NaN,-165
2018-10-01,Kansas City,Denver,27,23,NaN,-220,NaN,184,NaN,-183,NaN,157
2018-10-04,Indianapolis,New England,24,38,NaN,377,NaN,-490,NaN,492,NaN,-675
2018-10-07,Baltimore,Cleveland,9,12,NaN,-153,NaN,133,NaN,-180,NaN,155
2018-10-07,Jacksonville,Kansas City,14,30,NaN,144,NaN,-165,NaN,130,NaN,-150
2018-10-07,Tennessee,Buffalo,12,13,NaN,-180,NaN,155,NaN,-300,NaN,245
2018-10-07,N.Y. Giants,Carolina,31,33,NaN,252,NaN,-310,NaN,226,NaN,-275
2018-10-07,Denver,N.Y. Jets,16,34,NaN,120,NaN,-140,NaN,-115,NaN,-105
2018-10-07,Atlanta,Pittsburgh,17,41,NaN,135,NaN,-155,NaN,160,NaN,-185
2018-10-07,Green Bay,Detroit,23,31,NaN,-125,NaN,105,NaN,115,NaN,-135
2018-10-07,Miami,Cincinnati,17,27,NaN,215,NaN,-260,NaN,222,NaN,-270
2018-10-07,Las Vegas,L.A. Chargers,10,26,NaN,211,NaN,-255,NaN,203,NaN,-245
2018-10-07,Arizona,San Francisco,28,18,NaN,180,NaN,-215,NaN,140,NaN,-160
2018-10-07,Minnesota,Philadelphia,23,21,NaN,148,NaN,-170,NaN,164,NaN,-192
2018-10-07,L.A. Rams,Seattle,33,31,NaN,-350,NaN,281,NaN,-350,NaN,281
2018-10-07,Dallas,Houston,16,19,NaN,155,NaN,-180,NaN,160,NaN,-185
2018-10-08,Washington,New Orleans,19,43,NaN,223,NaN,-271,NaN,222,NaN,-270
2018-10-11,Philadelphia,N.Y. Giants,34,13,NaN,-150,NaN,130,NaN,-137,NaN,117
2018-10-14,Arizona,Minnesota,17,27,NaN,384,NaN,-500,NaN,367,NaN,-475
2018-10-14,L.A. Chargers,Cleveland,38,14,NaN,-115,NaN,-105,NaN,-105,NaN,-115
2018-10-14,Chicago,Miami,28,31,NaN,-170,NaN,148,NaN,-332,NaN,268
